Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,Type_L,Type_M
-0.45111648530430865,-0.40712848650458194,1.9074286334990544,-1.6582991429424538,-0.48629570414711976,0,0,0,0,0,0,0
-0.45111648530430865,-0.40712848650458194,-0.5925217680775693,0.4101110388320199,-0.4076868771807655,0,0,0,0,0,1,0
-0.501178326014819,-0.40712848650458194,1.114433613644104,-1.077877918464923,-0.37624334639422385,0,0,0,0,0,1,0
-0.45111648530430865,-0.3396419924579744,-1.2645514459207476,0.8322355657247696,-0.34479981560768214,0,0,0,0,0,0,1
-0.501178326014819,-0.40712848650458194,1.8200647753794414,-1.5633211243915852,-0.2976345194278696,0,0,0,0,0,1,0
-0.501178326014819,-0.40712848650458194,-0.7269277036462051,0.8427886788970878,-0.26619098864132795,0,0,0,0,0,1,0
-0.5512401667253296,-0.47461498055115114,0.9262653038480139,-0.8246032023292733,-0.23474745785478623,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,0.21391384533424482,-0.5924347125382606,-0.20330392706824454,0,0,0,0,0,0,1
-0.6013020074358117,-0.5421014745977587,-0.5051579099579562,0.8744480184140444,-0.15613863088843202,0,0,0,0,0,0,1
-0.5512401667253296,-0.5421014745977587,0.361760374459744,-0.38137244909188583,-0.10897333470861952,0,0,0,0,0,0,1
-0.6013020074358117,-0.609587968644328,-0.5925217680775693,-0.11754461978391723,-0.06180803852880699,0,0,0,0,0,1,0
-0.5512401667253296,-0.5421014745977587,-0.9957395747834764,1.096063395032738,-0.0303645077422653,0,0,0,0,0,0,0
-0.6013020074358117,-0.609587968644328,-1.190628181357998,1.2860194321344753,0.04824431922408891,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-1.1099846200168166,0.5367483968998443,0.07968785001063058,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-1.069662839346226,1.1066165082050563,0.11113138079717227,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-1.069662839346226,0.9272135842756382,0.14257491158371396,0,0,0,0,0,0,1
-0.6013020074358117,-0.5421014745977587,-1.0427816522324989,0.8638949052417255,0.18974020776352649,0,0,0,0,0,0,0
-0.6013020074358117,-0.609587968644328,-0.37075197438932045,0.7583637735185381,0.2683490347298807,0,0,0,0,0,0,1
-0.6013020074358117,-0.609587968644328,-0.2565069291559801,0.9272135842756382,0.3155143309096932,0,0,0,0,0,1,0
-0.6513638481463222,-0.6770744626909355,2.1224781304088713,-1.531661784874629,0.3469578616962349,0,0,0,0,0,0,1
-0.6013020074358117,-0.609587968644328,-0.7336480004246368,0.631726415450713,0.3941231578760474,0,0,0,0,0,1,0
-0.6013020074358117,-0.5421014745977587,-0.6866059229756143,1.4337630165469375,0.4255666886625891,0,0,0,0,0,0,0
-0.5512401667253296,-0.5421014745977587,-0.7739697810952275,0.399557925659701,0.5041755156289432,0,0,0,0,0,0,1
-0.5512401667253296,-0.609587968644328,-0.9688583876697493,1.539294148270125,0.5827843425952974,0,0,0,0,0,1,0
-0.6013020074358117,-0.6770744626909355,-0.20274455492852583,0.36789858614274434,0.6142278733818392,0,0,0,0,0,0,0
-0.6513638481463222,-0.6770744626909355,0.25423562600483546,-0.5502222598489859,0.6928367003481933,0,0,0,0,0,1,0
-0.6513638481463222,-0.6770744626909355,1.1009930200872404,-1.077877918464923,0.724280231134735,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-0.1019401032520491,0.040752077800863915,0.7557237619212768,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-0.33715049049716156,0.22015500173028207,0.7871672927078184,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-0.09521980647361732,-0.0014603748884116563,0.8186108234943601,0,0,0,0,0,1,0
-0.6013020074358117,-0.6770744626909355,0.8993841167342868,-1.1411965974988356,0.8500543542809018,0,0,0,0,0,0,1
-0.6013020074358117,-0.609587968644328,-1.002459871561908,1.4865285824085313,0.8972196504607143,0,0,0,0,0,1,0
-0.6013020074358117,-0.609587968644328,-0.9016554198854314,1.2965725453067942,0.928663181247256,0,0,0,0,0,1,0
-0.6013020074358117,-0.6770744626909355,0.4356836390224937,-0.22307575150710468,0.9601067120337977,0,0,0,0,0,0,1
-0.6013020074358117,-0.6770744626909355,2.0283939755108262,-1.8377020668718729,1.0072720082136102,0,0,0,0,0,1,0
-0.5512401667253296,-0.6770744626909355,1.9141489302774863,-1.5211086717023106,1.038715539000152,0,0,0,0,0,0,1
-0.501178326014819,-0.609587968644328,-0.028016838689299457,-0.18086329881782984,1.0858808351799645,0,0,0,0,0,1,0
-0.501178326014819,-0.609587968644328,-0.8949351231069996,0.5050890573828885,1.1173243659665062,0,0,0,0,0,1,0
-0.5512401667253296,-0.7445609567375432,1.020349458746059,-1.2256215028773856,1.1487678967530477,0,0,0,0,0,0,1
-0.6013020074358117,-0.7445609567375432,-0.4110737550599112,0.399557925659701,1.1959331929328603,0,0,0,0,0,0,0
-0.6013020074358117,-0.7445609567375432,-0.0011356515755723206,-0.8351563155015922,1.2745420198992146,0,0,0,0,0,1,0
-0.5512401667253296,-0.6770744626909355,-0.7874103746520911,2.6790303708805494,1.3059855506857563,1,0,0,1,1,1,0
-0.5512401667253296,-0.6770744626909355,2.666822169461846,-1.8693614063888286,1.3374290814722978,0,0,0,0,0,0,1
-0.5512401667253296,-0.609587968644328,-0.5051579099579562,0.5473015100721632,1.3845943776521104,0,0,0,0,0,1,0
-0.5512401667253296,-0.609587968644328,-1.062942542567794,0.4312172651766569,1.416037908438652,0,0,0,0,0,1,0
-0.501178326014819,-0.609587968644328,0.4356836390224937,-0.5607753730213048,1.4474814392251938,0,0,0,0,0,1,0
-0.5512401667253296,-0.6770744626909355,0.49616631002837974,-0.8457094286739111,1.4789249700117355,0,0,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,-0.9957395747834764,0.6739388681399885,1.5103685007982772,0,0,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,-0.44467523895207006,0.800576226207813,1.5418120315848187,0,0,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,-0.4849970196226608,0.10407075683477578,1.5732555623713604,1,1,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,-0.8680539359932725,1.1804883004112878,-1.6968716394289747,0,0,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,-0.8411727488795454,-0.25473509102406133,-1.665428108642433,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,-0.5521999874069786,1.011638489654188,-1.6339845778558912,0,0,0,0,0,0,0
-0.5512401667253296,-0.7445609567375432,-0.5185985035148197,0.7583637735185381,-1.555375750889537,0,0,0,0,0,1,0
-0.5512401667253296,-0.7445609567375432,-0.49843761317952434,0.051305190973182056,-1.5239322201029954,0,0,0,0,0,1,0
-0.501178326014819,-0.6770744626909355,-0.39091286472461584,-0.022566601233048694,-1.4924886893164537,0,0,0,0,0,1,0
-0.5512401667253296,-0.7445609567375432,-0.7067668133109096,0.768916886690857,-1.461045158529912,0,0,0,0,0,1,0
-0.501178326014819,-0.6770744626909355,1.8603865560500321,-1.4261306531514415,-1.4296016277433703,0,0,0,0,0,0,1
-0.501178326014819,-0.6770744626909355,-0.6126826584128647,0.37845169931506323,-1.3824363315635577,0,0,0,0,0,0,0
-0.501178326014819,-0.6770744626909355,0.113109393657768,-0.8984749945355044,-1.3038275045972036,0,0,0,0,0,1,0
-0.501178326014819,-0.6770744626909355,-0.7269277036462051,0.5156421705552073,-1.272383973810662,0,0,0,0,0,0,1
-0.5512401667253296,-0.7445609567375432,-0.26994752271284367,-0.0858852802669613,-1.2252186776308494,0,0,0,0,0,0,1
-0.5512401667253296,-0.7445609567375432,1.517651420350011,-1.531661784874629,-1.1780533814510368,0,0,0,0,0,1,0
-0.5512401667253296,-0.7445609567375432,2.0351142722892583,-1.6266398034254979,-1.146609850664495,0,0,0,0,0,1,0
-0.5512401667253296,-0.7445609567375432,1.3429237041107847,-1.3944713136344853,-1.1151663198779536,0,0,0,0,0,0,1
-0.45111648530430865,-0.6770744626909355,-0.5185985035148197,0.2834736807641947,-1.068001023698141,0,0,0,0,0,1,0
-0.501178326014819,-0.7445609567375432,0.6372925423754472,-0.887921881363186,-1.0365574929115993,0,0,0,0,0,1,0
-0.501178326014819,-0.6770744626909355,-1.1839078845795663,1.2543600926175194,-1.0051139621250575,0,0,0,0,0,0,1
-0.501178326014819,-0.6770744626909355,0.32143859378915335,-0.5291160335043488,-0.9579486659452451,0,0,0,0,0,0,1
-0.5512401667253296,-0.7445609567375432,1.4974905300147157,-1.0989841448095607,-0.9107833697654325,0,0,0,0,0,0,1
-0.5512401667253296,-0.8120474507841123,0.01230494198129125,-0.8034969759846355,-0.86361807358562,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,-0.028016838689299457,0.4312172651766569,-0.8321745427990783,0,0,0,0,0,1,0
-0.6013020074358117,-0.7445609567375432,2.1829608014147577,-1.616086690253179,-0.8007310120125366,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,3.1170820536167754,-2.0698705566628854,-0.769287481225995,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,0.18703265822051768,0.030198964628545023,-0.7378439504394533,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,-0.5790811745207057,0.01964585145622613,-0.7064004196529116,0,0,0,0,0,0,1
-0.6013020074358117,-0.87953394483072,-0.5185985035148197,0.32568613345346953,-0.6592351234730991,0,0,0,0,0,1,0
-0.6013020074358117,-0.87953394483072,0.42896334224406185,-0.9723467867417356,-0.6277915926865574,0,0,0,0,0,1,0
-0.6013020074358117,-0.87953394483072,-0.5521999874069786,0.8638949052417255,-0.5963480619000157,0,0,0,0,0,1,0
-0.6013020074358117,-0.8120474507841123,-0.20274455492852583,0.6844919813123066,-0.564904531113474,0,0,0,0,0,0,1
-0.5512401667253296,-0.8120474507841123,0.6305722455970154,-0.8034969759846355,-0.5177392349336615,0,0,0,0,0,0,0
-0.5512401667253296,-0.87953394483072,0.30127770345385796,-0.6557533915721733,-0.43913040796730723,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,2.3173667369833932,-1.8799145195611475,-0.4076868771807655,0,0,0,0,0,1,0
-0.6513638481463222,-0.9470204388772892,-0.18930396137166225,0.3362392466257884,-0.37624334639422385,0,0,0,0,0,0,0
-0.6013020074358117,-0.87953394483072,-0.19602425815009403,-0.0858852802669613,-0.2976345194278696,0,0,0,0,0,0,1
-0.6013020074358117,-0.9470204388772892,-0.2766678194912755,0.16738943586868837,-0.2504692232480571,0,0,0,0,0,0,1
-0.6013020074358117,-0.9470204388772892,1.0270697555244908,-1.1517497106711545,-0.20330392706824454,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,-0.6462841423050236,0.5684077364168011,-0.17186039628170288,0,0,0,0,0,1,0
-0.5512401667253296,-0.87953394483072,0.24751532922640374,-0.6557533915721733,-0.1404168654951612,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,0.48272571647151613,-0.7718376364676796,-0.10897333470861952,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,1.2085177685421489,-1.2889401819112978,-0.07752980392207784,0,0,0,0,0,0,1
-0.6513638481463222,-1.014506932923897,-0.4043534582814794,0.040752077800863915,-0.0303645077422653,0,0,0,0,0,1,0
-0.5512401667253296,-0.87953394483072,-0.6328435487481601,0.46287660469361364,0.001079023044276382,0,0,0,0,0,1,0
-0.5512401667253296,-0.87953394483072,0.207193548555813,0.09351764366245763,0.03252255383081807,0,0,0,0,0,1,0
-0.501178326014819,-0.8120474507841123,-1.4594400524952693,1.096063395032738,0.06396608461735974,0,0,0,0,0,1,0
-0.5512401667253296,-0.87953394483072,0.12654998721463162,0.32568613345346953,0.09540961540390143,0,0,0,0,0,1,0
-0.5512401667253296,-0.87953394483072,1.3429237041107847,-1.1517497106711545,0.12685314619044313,0,0,0,0,0,1,0
-0.5512401667253296,-0.9470204388772892,0.2206341421126766,-0.8562625418462293,0.15829667697698482,0,0,0,0,0,1,0
-0.501178326014819,-0.9470204388772892,-1.3317544137050654,2.1302684859199745,0.18974020776352649,0,0,0,0,0,1,0
-0.5512401667253296,-0.9470204388772892,-0.7672494843167957,0.6528326417953507,0.22118373855006818,0,0,0,0,0,1,0
-0.501178326014819,-0.9470204388772892,0.40208215513033474,-0.18086329881782984,0.25262726933660984,0,0,0,0,0,1,0
-0.5512401667253296,-1.014506932923897,0.21391384533424482,-0.6346471652275363,0.2840708001231515,0,0,0,0,0,1,0
-0.6013020074358117,-1.0819934269705045,-0.36403167761088867,0.08296453049013873,0.3155143309096932,0,0,0,0,0,1,0
-0.6013020074358117,-1.0819934269705045,1.4101266718951024,-1.331152634600573,0.3469578616962349,0,0,0,0,0,1,0
-0.6513638481463222,-1.0819934269705045,-0.5790811745207057,0.3045799071088325,0.37840139248277654,0,0,0,0,0,0,1
-0.6513638481463222,-1.0819934269705045,-0.6530044390834554,0.9799791501372319,0.4255666886625891,0,0,0,0,0,0,1
-0.6013020074358117,-1.0819934269705045,-1.062942542567794,1.3387849979960689,0.47273198484240164,0,0,0,0,0,1,0
-0.6013020074358117,-1.014506932923897,1.2353989556558762,-1.2467277292220231,0.5041755156289432,0,0,0,0,0,0,1
-0.6513638481463222,-1.014506932923897,-0.7202074068677733,0.5684077364168011,0.5513408118087558,0,0,0,0,0,0,0
-0.6513638481463222,-0.9470204388772892,-1.5468039106148825,1.5815066009593997,0.62994963877511,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,-0.5253188002932515,0.958872923792594,0.6613931695616516,0,0,0,0,0,0,0
-0.6013020074358117,-0.9470204388772892,-1.7416925171894044,1.6342721668209934,0.7400019965280059,0,0,0,0,0,1,0
-0.6013020074358117,-0.9470204388772892,-0.10866040003048089,-0.4446911281257984,0.7714455273145475,0,0,0,0,0,1,0
-0.6513638481463222,-1.014506932923897,0.113109393657768,-0.539669146676667,0.8028890581010892,0,0,0,0,0,1,0
-0.7014256888568043,-1.0819934269705045,1.6856588398108057,-1.2783870687389793,0.834332588887631,0,0,0,0,0,0,1
-0.7014256888568043,-1.0819934269705045,-0.8075712649873864,1.0749571686881003,0.8814978850674434,0,0,0,0,0,0,0
-0.7014256888568043,-1.0819934269705045,-0.915096013442295,0.22015500173028207,0.9601067120337977,0,0,0,0,0,0,1
-0.7514875295673149,-1.0819934269705045,-0.09521980647361732,-0.708518957433767,1.0072720082136102,0,0,0,0,0,1,0
-0.7514875295673149,-1.0819934269705045,0.5700895745911293,-0.4446911281257984,1.038715539000152,0,0,0,0,0,0,0
-0.8015493702778255,-1.0819934269705045,-0.08177921291675375,-0.022566601233048694,1.1173243659665062,0,0,0,0,0,1,0
-0.8516112109883075,-1.1494799210170739,-0.9957395747834764,0.8111293393801319,1.1487678967530477,0,0,0,0,0,0,1
-0.8015493702778255,-1.1494799210170739,-0.36403167761088867,-0.04367282757768648,1.1959331929328603,0,0,0,0,0,1,0
-0.8015493702778255,-1.1494799210170739,-0.7067668133109096,0.2518143412472388,1.227376723719402,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,-0.4312346453952065,-0.28639443054101726,1.2588202545059437,0,0,0,0,0,0,1
-0.8015493702778255,-1.2169664150636814,0.3819212647950394,0.07241141731781985,1.3059855506857563,0,0,0,0,0,0,1
-0.8015493702778255,-1.2169664150636814,2.169520207857894,-1.4050244268068042,1.3531508468655686,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,0.0055846452028594645,-0.43413801495347953,1.3845943776521104,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,3.0902008665030483,-2.1648485752137536,1.416037908438652,0,0,0,0,0,0,0
-0.8015493702778255,-1.2844529091102506,-0.2161851484853894,0.600067075933757,1.4946467354050064,0,0,0,0,0,0,1
-0.8015493702778255,-1.2169664150636814,-0.3304301937187297,0.3362392466257884,1.5418120315848187,0,0,0,0,0,0,0
-0.8015493702778255,-1.2169664150636814,-0.18930396137166225,-0.03311971440536759,1.620420858551173,0,0,0,0,0,0,1
-0.8015493702778255,-1.2169664150636814,-0.3774722711677522,0.7055982076569444,1.6675861547309856,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,-1.6476083622913593,2.1513747122646123,1.6990296855175273,1,0,0,0,1,1,0
-0.8516112109883075,-1.2844529091102506,-0.7739697810952275,1.2649132057898376,1.730473216304069,1,0,0,0,1,1,0
-0.8516112109883075,-1.2844529091102506,0.39536185835190296,-0.508009807159711,-1.6968716394289747,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,-0.3976331615030476,0.36789858614274434,-1.665428108642433,0,0,0,0,0,0,1
-0.7514875295673149,-1.1494799210170739,-0.5858014712991375,0.3467923597981073,-1.6182628124626204,0,0,0,0,0,0,1
-0.7514875295673149,-1.0819934269705045,1.3832454847813753,-1.5105555585299917,-1.5710975162828078,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,0.5700895745911293,-0.8140500891569544,-1.5396539854962663,0,0,0,0,0,0,0
-0.8015493702778255,-1.1494799210170739,-0.46483612928736545,0.2729205675918758,-1.461045158529912,0,0,0,0,0,0,0
-0.8015493702778255,-1.1494799210170739,-0.6328435487481601,2.3202245230217113,-1.3824363315635577,1,0,0,1,0,1,0
-0.8015493702778255,-1.1494799210170739,-1.405677678267815,1.9825249015075124,-1.350992800777016,0,0,0,0,0,1,0
-0.8015493702778255,-1.2169664150636814,0.5566489810342657,-0.5607753730213048,-1.3195492699904745,0,0,0,0,0,0,1
-0.9016730516988181,-1.2844529091102506,-0.4379549421736383,1.1066165082050563,-1.272383973810662,0,0,0,0,0,1,0
-0.9517348924093002,-1.3519394031568581,2.666822169461846,-2.0593174434905666,-1.2409404430241202,0,0,0,0,0,0,1
-0.9016730516988181,-1.3519394031568581,0.42896334224406185,-0.6979658442614481,-1.1937751468443076,0,0,0,0,0,0,1
-0.9016730516988181,-1.2844529091102506,-1.4863212396089966,1.898099996128962,-1.146609850664495,0,0,0,0,0,1,0
-0.9016730516988181,-1.2844529091102506,-0.9755786844481811,0.3362392466257884,-1.1151663198779536,0,0,0,0,0,1,0
-0.9016730516988181,-1.2844529091102506,0.6104113552617201,-0.5924347125382606,-1.0837227890914118,0,0,0,0,0,1,0
-0.9016730516988181,-1.2169664150636814,3.09692116328148,-1.995998764456654,-1.0522792583048701,0,0,0,0,0,1,0
-0.9016730516988181,-1.2169664150636814,-0.6126826584128647,1.0432978291711446,-1.0208357275183284,0,0,0,0,0,1,0
-0.9016730516988181,-1.1494799210170739,-1.4997618331658602,1.001085376481869,-0.9893921967317867,0,0,0,0,0,1,0
-0.9016730516988181,-1.1494799210170739,-0.3505910840540251,1.011638489654188,-0.9579486659452451,0,0,0,0,0,1,0
-0.9016730516988181,-1.1494799210170739,1.9947924916186677,-1.7005115956317292,-0.9265051351587034,0,0,0,0,0,0,0
-0.9517348924093002,-1.2169664150636814,-1.2443905555854522,0.8216824525524508,-0.8478963081923492,0,0,0,0,0,0,1
-0.9517348924093002,-1.2169664150636814,-0.2833881162697073,0.040752077800863915,-0.8007310120125366,0,0,0,0,0,1,0
-0.9016730516988181,-1.2169664150636814,0.9397058974048775,-1.0251123526033292,-0.769287481225995,0,0,0,0,0,1,0
-0.9016730516988181,-1.2169664150636814,-0.5454796906285468,-0.22307575150710468,-0.7378439504394533,0,0,0,0,0,1,0
-0.9517348924093002,-1.1494799210170739,-1.5199227235011554,1.6553783931656312,-0.7064004196529116,0,0,0,0,0,1,0
-0.9016730516988181,-1.0819934269705045,-0.9957395747834764,0.2940267939365136,-0.67495688886637,0,0,0,0,0,1,0
-0.8516112109883075,-1.014506932923897,0.5297677939205386,-0.708518957433767,-0.6435133580798282,0,0,0,0,0,1,0
-0.8516112109883075,-1.0819934269705045,0.07950790976560908,0.32568613345346953,-0.6120698272932865,0,0,0,0,0,0,1
-0.9016730516988181,-1.0819934269705045,-0.33715049049716156,1.011638489654188,-0.564904531113474,0,0,0,0,0,1,0
-0.9016730516988181,-1.0819934269705045,0.9329856006264456,-0.6029878257105795,-0.5334610003269323,0,0,0,0,0,1,0
-0.9016730516988181,-1.0819934269705045,-0.8680539359932725,1.2121476399282438,-0.5020174695403906,0,0,0,0,0,0,0
-0.9016730516988181,-1.0819934269705045,1.0136291619676272,-0.6029878257105795,-0.4234086425740364,0,0,0,0,0,0,0
-0.8516112109883075,-1.014506932923897,-0.49843761317952434,0.2729205675918758,-0.2976345194278696,0,0,0,0,0,1,0
-0.8516112109883075,-0.9470204388772892,-0.6395638455265918,0.969426036964913,-0.26619098864132795,0,0,0,0,0,0,0
-0.8015493702778255,-0.9470204388772892,-0.0011356515755723206,0.06185830414550095,-0.1875821616749737,0,0,0,0,0,0,1
-0.8015493702778255,-0.87953394483072,0.4088024519087665,-0.5607753730213048,-0.1404168654951612,0,0,0,0,0,1,0
-0.8015493702778255,-0.9470204388772892,-0.6328435487481601,0.7161513208292632,-0.10897333470861952,0,0,0,0,0,1,0
-0.8015493702778255,-0.9470204388772892,0.549928684255834,-0.5607753730213048,-0.07752980392207784,0,0,0,0,0,1,0
-0.8516112109883075,-1.014506932923897,0.32143859378915335,0.09351764366245763,-0.04608627313553614,0,0,0,0,0,1,0
-0.8015493702778255,-1.014506932923897,0.7313766972734922,-0.48690358081507323,-0.01464274234899446,0,0,0,0,0,0,1
-0.8015493702778255,-1.014506932923897,-0.2497866323775483,-0.25473509102406133,0.03252255383081807,0,0,0,0,0,1,0
-0.8015493702778255,-1.014506932923897,1.4370078590088295,-0.7929438628123174,0.06396608461735974,0,0,0,0,0,1,0
-0.7514875295673149,-0.9470204388772892,-1.2309499620285886,1.3387849979960689,0.09540961540390143,0,0,0,0,0,0,1
-0.7514875295673149,-0.87953394483072,0.549928684255834,-0.5291160335043488,0.14257491158371396,0,0,0,0,0,1,0
-0.8015493702778255,-0.87953394483072,-0.7134871100893414,2.1513747122646123,0.17401844237025565,1,0,0,1,0,0,1
-0.8015493702778255,-0.9470204388772892,0.42896334224406185,-0.38137244909188583,0.22118373855006818,0,0,0,0,0,1,0
-0.8015493702778255,-0.9470204388772892,-0.33715049049716156,0.3890048124873821,0.25262726933660984,0,0,0,0,0,1,0
-0.8015493702778255,-0.87953394483072,-0.028016838689299457,-0.4446911281257984,0.2840708001231515,0,0,0,0,0,1,0
-0.7514875295673149,-0.87953394483072,0.32143859378915335,-0.676859617916811,0.3155143309096932,0,0,0,0,0,1,0
-0.8015493702778255,-0.87953394483072,-1.2309499620285886,1.32823188482375,0.3469578616962349,0,0,0,0,0,0,0
-0.8015493702778255,-0.87953394483072,-0.9486974973344539,0.4839828310382506,0.4255666886625891,0,0,0,0,0,1,0
-0.8516112109883075,-0.9470204388772892,0.4155227486871983,-0.339159996402611,0.4570102194491308,0,0,0,0,0,0,1
-0.8516112109883075,-0.9470204388772892,0.13999058077149518,-0.0014603748884116563,0.5041755156289432,0,0,0,0,0,1,0
-0.8516112109883075,-0.9470204388772892,-0.18930396137166225,-0.21252263833478652,0.535619046415485,0,0,0,0,0,1,0
-0.8516112109883075,-1.014506932923897,0.9195450070695821,-0.9195812208801418,0.5670625772020266,0,0,0,0,0,1,0
-0.8516112109883075,-0.9470204388772892,-0.5387593938501151,-0.23362886467942356,0.5985061079885683,0,0,0,0,0,1,0
-0.8516112109883075,-1.014506932923897,-0.6261232519697283,0.6211733022783947,0.62994963877511,0,0,0,0,0,0,1
-0.8516112109883075,-1.014506932923897,-0.7470885939815004,1.307125658479113,0.6771149349549225,0,0,0,0,0,1,0
-0.8015493702778255,-1.014506932923897,2.014953381953963,-1.6899584824594103,0.7085584657414642,0,0,0,0,0,0,0
-0.8015493702778255,-0.9470204388772892,-1.4997618331658602,0.49453594421056957,0.7871672927078184,0,0,0,0,0,1,0
-0.8015493702778255,-0.9470204388772892,0.2811168131185626,-0.6240940520552174,0.8186108234943601,0,0,0,0,0,1,0
-0.8516112109883075,-0.9470204388772892,0.3819212647950394,-1.162302823843473,0.8500543542809018,0,0,0,0,0,1,0
